"Metric","Detail1","Detail2","Detail3","Detail4","Data Date (MM/DD/YYYY)","GeographicLevel","GeographicName","Value_NUMBER","Units","MOST RECENT (1)","COVID Team","Source"
"Number of patients","ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","South Central",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","Southeast",128,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","West Central",5,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-06-30,"State","Minnesota",82,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Metro",68,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Northeast",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Northwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","South Central",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Southeast",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Southwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","West Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-06-30,"State","Minnesota",148,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Metro",124,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Northeast",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Northwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","South Central",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Southeast",14,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","Southwest",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-06-30,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-06-30,"State","Minnesota",6048,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","Central",541,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","Metro",3549,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","Northeast",538,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","Northwest",141,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","South Central",189,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","Southeast",871,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","Southwest",126,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-06-30,"Regional Health Care","West Central",93,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-01,"State","Minnesota",977,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Central",74,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Metro",653,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Northeast",82,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Northwest",11,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","South Central",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Southeast",140,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","West Central",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-01,"State","Minnesota",85,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Metro",71,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Northeast",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Northwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","South Central",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Southeast",8,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","West Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-01,"State","Minnesota",152,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Metro",125,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Northeast",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Northwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","South Central",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Southeast",16,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-01,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-01,"State","Minnesota",6235,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Central",568,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Metro",3696,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Northeast",541,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Northwest",154,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","South Central",200,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Southeast",858,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","Southwest",123,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-01,"Regional Health Care","West Central",95,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-02,"State","Minnesota",968,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Central",83,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Metro",632,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Northeast",79,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Northwest",10,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","South Central",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Southeast",146,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Southwest",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","West Central",6,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-02,"State","Minnesota",75,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Metro",62,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Northeast",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Northwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","South Central",3,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Southeast",7,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","West Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-02,"State","Minnesota",162,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Central",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Metro",136,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Northeast",2,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Northwest",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","South Central",9,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Southeast",13,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","Southwest",1,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","COVID+",,2020-07-02,"Regional Health Care","West Central",0,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-02,"State","Minnesota",6203,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Central",570,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Metro",3635,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Northeast",544,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Northwest",143,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","South Central",191,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Southeast",892,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","Southwest",123,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","Non-ICU","IN USE","non-COVID+",,2020-07-02,"Regional Health Care","West Central",105,"patients",0,"Hospital Surge Capacity","Teletracking"
"Number of patients","ICU","IN USE","non-COVID+",,2020-07-03,"State","Minnesota",975,"patients",0,"Hospital Surge Capacity","Teletracking"
